Freq,Real,Imag,Phase,Impedance,Gain
55000,12231.38,1003.90,0.08,12272.51,0.000000010797
55000,12229.27,1006.86,0.08,12270.65,0.000000010797
55000,12222.01,1007.04,0.08,12263.43,0.000000010797
60000,12243.73,1085.65,0.09,12291.77,0.000000010882
60000,12246.77,1084.40,0.09,12294.69,0.000000010882
60000,12243.73,1085.65,0.09,12291.77,0.000000010882
65000,12264.53,1165.64,0.09,12319.79,0.000000010975
65000,12265.15,1161.97,0.09,12320.07,0.000000010975
65000,12246.53,1169.36,0.10,12302.24,0.000000010975
70000,12245.89,1234.41,0.10,12307.95,0.000000011067
70000,12242.27,1233.44,0.10,12304.25,0.000000011067
70000,12222.91,1230.54,0.10,12284.70,0.000000011067
75000,12213.11,1326.77,0.11,12284.97,0.000000011158
75000,12261.60,1335.33,0.11,12334.09,0.000000011158
75000,12256.18,1332.48,0.11,12328.40,0.000000011158
80000,12271.35,1403.80,0.11,12351.38,0.000000011285
80000,12269.68,1408.98,0.11,12350.31,0.000000011285
80000,12271.35,1403.80,0.11,12351.38,0.000000011285
85000,12301.53,1507.93,0.12,12393.61,0.000000011406
85000,12292.51,1510.67,0.12,12384.99,0.000000011406
85000,12298.44,1523.48,0.12,12392.44,0.000000011406
90000,12339.00,1553.37,0.13,12436.39,0.000000011524
90000,12341.58,1559.25,0.13,12439.69,0.000000011524
90000,12336.62,1556.57,0.13,12434.44,0.000000011524
95000,12341.49,1591.62,0.13,12443.70,0.000000011678
95000,12345.12,1557.03,0.13,12442.93,0.000000011678
95000,12357.69,1594.13,0.13,12460.09,0.000000011678
100000,12413.83,1700.79,0.14,12529.80,0.000000011782
100000,12408.55,1683.08,0.13,12522.17,0.000000011782
100000,12404.07,1695.21,0.14,12519.38,0.000000011782
